user_id,amount,merchant_category,hour_of_day,is_international,avg_user_spend,is_fraud
1025,379.76012853398714,Travel,18,0,69.74,0
1119,112.46753799936863,Gas,7,0,84.79,0
1039,2841.574264539672,Pharmacy,17,1,47.92,1
1367,929.6902034825687,Gas,1,1,90.45,1
1474,3078.457661838151,Electronics,1,0,40.14,1
1061,3204.031833233121,Restaurant,23,1,76.5,1
1098,11.043306540249894,Restaurant,14,0,84.85,0
1011,189.14251588376263,Restaurant,18,0,99.36,0
1402,93.57826508851963,Luxury,22,0,96.91,0
1072,326.785927844044,Grocery,19,0,31.38,0
1348,2509.6925894510678,Pharmacy,2,1,68.04,1
1068,923.8378798096828,Luxury,20,1,60.78,1
1321,442.3117525423942,Restaurant,8,0,37.83,0
1156,402.99789881795493,Pharmacy,13,0,63.2,0
1266,267.59093422443726,Travel,2,0,95.52,0
1357,168.926851509804,Grocery,21,0,60.21,0
1030,803.4812363680546,Grocery,21,0,21.72,1
1088,403.27459446438553,Travel,5,0,97.36,0
1402,1167.29968201251,Luxury,3,0,58.91,1
1341,79.85171153905772,Electronics,13,1,47.84,0
1200,491.67306742945556,Electronics,16,0,85.98,0
1322,1575.7605736396988,Pharmacy,7,1,81.32,1
1101,308.527695967731,Grocery,2,0,56.66,0
1232,480.39808477720237,Grocery,15,0,68.02,0
1430,1976.6579137775868,Pharmacy,0,0,93.54,1
1224,84.63648260378788,Travel,10,0,20.34,0
1093,2314.6124639884556,Luxury,0,0,64.44,1
1452,395.42397323514984,Electronics,1,0,28.21,0
1300,493.8768562525665,Pharmacy,11,0,87.01,0
1110,442.39511235362426,Restaurant,0,0,22.92,0
1437,219.6042050422877,Restaurant,23,0,79.86,0
1483,345.7844461607472,Electronics,14,0,42.55,0
1424,143.118393823414,Electronics,17,0,80.56,0
1198,462.81929321674096,Luxury,13,1,44.7,0
1275,3700.8394263190926,Restaurant,14,0,92.65,1
1192,338.15060127620643,Electronics,1,0,25.36,0
1154,497.33574330987653,Luxury,15,0,62.55,0
1141,407.31213793708736,Luxury,11,0,82.66,0
1085,7647.777173736011,Gas,12,0,31.81,1
1046,491.1658438851461,Pharmacy,6,1,39.38,0
1118,138.92244067211956,Pharmacy,0,0,56.6,0
1486,78.92640013632658,Electronics,6,0,93.26,0
1335,3144.210741975276,Restaurant,7,1,26.38,1
1331,175.68312167937043,Luxury,16,0,64.68,0
1174,137.78599647539454,Grocery,10,1,92.44,0
1043,453.34753227319993,Grocery,11,0,44.97,0
1145,135.67265430393502,Luxury,22,0,76.87,0
1008,104.83004320760982,Travel,9,0,68.76,0
1462,444.0593761763411,Pharmacy,13,0,58.14,0
1247,129.81928814360919,Electronics,18,0,92.96,0
1355,29.096920836016206,Travel,5,0,85.96,0
1315,43.316303470063914,Pharmacy,13,0,23.85,0
1409,201.33239309291508,Grocery,20,0,73.84,0
1452,164.25538845528823,Electronics,20,0,25.0,0
1214,6222.0978549819465,Luxury,10,1,51.14,1
1165,435.0977571136598,Gas,20,0,31.93,0
1482,428.08413075618216,Luxury,9,0,94.27,0
1005,1796.7990532708698,Grocery,12,0,55.77,1
1130,424.67138356602163,Electronics,8,0,44.76,0
1012,199.66000144863946,Gas,13,1,61.59,0
1184,217.06682522598092,Pharmacy,10,0,69.18,0
1489,41.0937341569823,Pharmacy,16,0,48.8,0
1243,298.57650360493824,Grocery,10,0,96.52,0
1232,163.02902602394116,Travel,21,0,60.42,0
1142,299.39996716388777,Grocery,13,0,90.98,0
1048,3915.2440091550166,Pharmacy,3,1,72.98,1
1268,397.72096090252296,Electronics,11,0,83.44,0
1189,309.1889101444953,Electronics,10,0,27.06,0
1245,125.441202760112,Travel,22,0,98.87,0
1156,55.358670320693356,Pharmacy,16,0,41.16,0
1452,33.77541188674452,Luxury,16,0,85.88,0
1261,6080.066060034595,Restaurant,6,0,35.94,1
1399,113.28084003688829,Travel,22,0,82.83,0
1020,246.38540712050974,Electronics,9,0,76.04,0
1309,370.67723720095813,Electronics,6,0,66.31,0
1070,284.27426110936113,Travel,10,0,43.9,0
1069,172.03345551788516,Pharmacy,18,0,23.46,0
1181,228.27657539402304,Restaurant,2,0,26.52,0
1174,3027.03969081974,Pharmacy,5,0,67.71,1
1355,260.2728448577501,Travel,14,0,37.29,0
1381,131.95180582133628,Restaurant,2,0,83.49,0
1409,9.794080106746053,Pharmacy,23,1,26.04,0
1427,459.3094928956678,Gas,8,0,27.1,0
1188,365.21295829787795,Luxury,9,0,55.75,0
1268,418.81252615444436,Luxury,17,0,67.79,0
1003,2082.820194969945,Grocery,4,0,52.6,1
1347,225.00710837403741,Travel,7,0,87.64,0
1305,94.55171489908861,Pharmacy,0,0,70.4,0
1142,21.47973660696183,Restaurant,23,0,59.27,0
1308,410.80289438037255,Restaurant,2,0,88.07,0
1331,111.71580120441833,Travel,1,0,29.65,0
1432,338.0229549391984,Electronics,9,0,38.39,0
1096,32.17342555718494,Restaurant,10,0,33.74,0
1052,390.134729543941,Gas,15,0,58.77,0
1159,182.85702785664137,Travel,7,0,89.57,0
1002,200.9899512574024,Electronics,23,0,60.51,0
1082,358.2039215623134,Pharmacy,19,0,35.59,0
1069,290.7184997633584,Restaurant,13,0,94.5,0
1090,361.85592578219905,Luxury,16,0,22.27,0
1022,163.15437995762434,Grocery,7,1,22.24,0
1070,462.08886369081137,Restaurant,17,0,25.23,0
1372,157.32653360537213,Travel,3,0,59.31,0
1210,184.21628051904864,Electronics,5,0,27.46,0
1479,468.9557370280877,Grocery,15,1,76.86,0
1486,269.6893026716671,Restaurant,17,0,76.82,0
1242,118.94860810014518,Travel,1,0,20.09,0
1100,215.72605222156074,Pharmacy,15,0,55.1,0
1184,3602.1295559867717,Pharmacy,18,1,21.0,1
1433,99.19201387565265,Gas,12,0,26.36,0
1134,1827.1773462989568,Travel,2,1,33.93,1
1294,247.00789995402434,Gas,5,0,27.1,0
1380,4984.847287024962,Restaurant,21,1,99.79,1
1327,216.13424620713616,Travel,6,1,83.33,0
1361,201.6294747176401,Restaurant,14,0,76.04,0
1270,399.3751069519482,Gas,4,0,49.41,0
1261,311.0885042383565,Pharmacy,8,0,89.05,0
1305,150.03808546632737,Restaurant,18,0,26.54,0
1101,51.32711645302813,Electronics,19,1,95.09,0
1093,354.55957429411353,Restaurant,14,0,79.62,0
1035,449.75354333273646,Luxury,22,0,99.27,0
1049,109.77080655317505,Grocery,18,0,22.94,0
1320,151.06919608867608,Electronics,10,0,32.86,0
1433,147.04186543563372,Gas,17,0,91.84,0
1060,322.4635656158921,Pharmacy,1,0,85.01,0
1045,159.60883802942715,Luxury,17,0,68.13,0
1437,410.7258323150958,Luxury,6,0,61.31,0
1248,149.11650885919408,Luxury,2,0,99.08,0
1143,487.32424298083373,Travel,23,0,77.56,0
1069,17.308090650479325,Restaurant,14,0,33.51,0
1247,89.54783346159962,Grocery,12,0,35.23,0
1245,430.11899852943424,Luxury,14,0,64.53,0
1492,375.64608681386835,Luxury,4,0,20.23,0
1126,135.76942305319818,Luxury,9,0,91.14,0
1456,1488.0653249413933,Luxury,23,0,51.98,1
1473,2648.602345889533,Grocery,7,1,48.0,1
1344,4392.568780341966,Pharmacy,0,0,93.29,1
1275,288.5916439179042,Travel,23,0,85.84,0
1225,34.971134983564454,Gas,19,0,21.18,0
1043,492.5649280402723,Grocery,13,0,80.4,0
1343,346.83723126198123,Restaurant,4,0,44.1,0
1117,68.64134185362741,Luxury,1,0,44.09,0
1453,5048.983363959907,Electronics,11,0,35.74,1
1433,336.8405600598448,Grocery,0,0,83.52,0
1179,265.90018146975785,Restaurant,11,0,29.36,0
1327,210.14724311495684,Gas,10,0,36.88,0
1212,403.0143450717949,Gas,23,1,86.24,0
1340,419.6277421739997,Gas,20,0,50.31,0
1128,146.2509274041905,Luxury,14,0,65.87,0
1250,351.6745947066329,Grocery,17,1,26.02,0
1302,368.430942255079,Luxury,0,0,21.03,0
1493,279.7853662426399,Restaurant,2,0,46.0,0
1086,256.574590003409,Pharmacy,7,0,90.7,0
1448,22.787767349783984,Travel,2,0,65.94,0
1115,464.1237102440593,Grocery,4,0,21.47,0
1389,2791.3705936179895,Travel,1,0,61.25,1
1292,91.92303651178847,Pharmacy,17,0,89.46,0
1014,328.0464474230548,Restaurant,0,0,94.56,0
1477,444.28052394359474,Luxury,17,0,45.18,0
1055,415.6575907787255,Restaurant,6,0,54.89,0
1447,28.065674497751097,Luxury,0,0,21.68,0
1064,6579.537709596488,Luxury,9,0,24.32,1
1174,233.57647002288954,Travel,9,1,41.52,0
1467,412.65000538279355,Gas,17,0,78.59,0
1463,407.3674686168145,Travel,13,0,49.85,0
1016,207.9683614039936,Gas,15,0,52.39,0
1133,275.84683094330177,Travel,7,0,23.93,0
1278,667.7243643032987,Travel,10,1,88.07,1
1453,398.30241775822685,Restaurant,8,0,37.25,0
1076,2380.8629700450356,Grocery,7,1,28.76,1
1353,45.34898369120532,Grocery,12,0,88.82,0
1091,257.0612476473143,Gas,17,0,60.13,0
1278,460.20943746763425,Restaurant,5,0,53.48,0
1064,203.3898811307294,Pharmacy,6,0,62.68,0
1336,6732.529741043498,Luxury,9,0,37.85,1
1492,273.4225173077904,Grocery,13,0,43.36,0
1321,7508.319070943641,Gas,12,0,52.18,1
1345,112.51266504473796,Gas,11,1,21.95,0
1168,272.4516065533741,Grocery,14,0,78.7,0
1130,84.3352875836541,Grocery,9,0,77.63,0
1170,376.2892535829972,Travel,9,0,41.09,0
1009,3524.7453891750924,Travel,5,1,42.31,1
1453,56.736120310357855,Pharmacy,6,0,28.57,0
1103,13.958181202172584,Pharmacy,11,1,61.35,0
1030,4415.179462496899,Gas,23,1,52.7,1
1354,88.18241039918503,Luxury,12,0,25.23,0
1278,737.142637735812,Grocery,3,0,67.24,1
1262,76.54187274748391,Luxury,0,0,93.17,0
1387,7558.617492870145,Travel,5,0,95.85,1
1388,1037.8746600992456,Pharmacy,7,0,45.98,1
1147,4234.258897846748,Restaurant,7,0,55.2,1
1215,351.79159659399085,Luxury,1,0,58.11,0
1163,361.7920794259527,Pharmacy,15,0,45.61,0
1233,140.36247366352933,Grocery,15,0,38.59,0
1070,342.6960312555242,Grocery,8,0,89.55,0
1428,407.59420378113,Pharmacy,20,1,96.96,0
1149,387.1541737025889,Travel,19,0,40.23,0
1338,342.5659900901567,Travel,18,0,83.09,0
1353,336.0026862858579,Luxury,5,0,50.4,0
1151,62.36653849192086,Travel,17,0,32.43,0
1416,463.0569174295051,Restaurant,16,0,88.26,0
1419,95.2297317281754,Grocery,0,0,92.49,0
1181,35.14768433216436,Grocery,4,0,84.78,0
1412,242.5387831716804,Gas,10,1,75.7,0
1401,946.0250069785903,Electronics,0,0,31.53,1
1354,280.8283078157578,Grocery,7,0,98.55,0
1478,299.51262767359503,Gas,8,1,37.81,0
1210,489.6049703034892,Restaurant,5,0,29.69,0
1272,204.96063128286036,Grocery,11,0,31.13,0
1130,185.15888944718418,Gas,0,0,85.77,0
1250,198.9384418306058,Restaurant,3,0,47.08,0
1005,209.92454794261008,Pharmacy,19,0,79.96,0
1121,497.63751500048613,Gas,22,1,96.99,0
1316,383.94932988249786,Travel,6,0,40.41,0
1298,3961.5546629070345,Gas,4,1,58.22,1
1431,81.33697081259751,Luxury,10,0,51.63,0
1060,70.60960800305797,Gas,23,0,61.85,0
1479,475.5143498020739,Pharmacy,7,1,25.67,0
1499,7.638672838456736,Luxury,0,0,63.31,0
1080,288.1437219220013,Electronics,17,0,82.99,0
1366,138.29414776779495,Electronics,14,0,94.75,0
1101,323.6248457494039,Grocery,22,0,67.49,0
1306,96.37972647567246,Travel,14,1,21.4,0
1369,6992.037634770206,Luxury,16,0,37.42,1
1218,314.4450442225648,Grocery,3,1,43.69,0
1394,188.80334987548449,Gas,14,1,60.85,0
1417,47.2556479586837,Luxury,23,0,28.94,0
1221,4399.899613246183,Restaurant,1,1,73.17,1
1422,309.38815609291237,Pharmacy,14,0,46.05,0
1285,306.5390610418721,Gas,15,0,99.12,0
1149,2637.8629676734367,Travel,15,1,30.67,1
1273,346.09686549546416,Grocery,6,0,29.13,0
1383,186.01710471767385,Grocery,1,0,76.18,0
1315,451.55677933398897,Restaurant,19,1,59.37,0
1044,1895.719831927426,Grocery,7,1,97.7,1
1258,163.53713134744825,Restaurant,3,0,35.82,0
1056,194.14920269026672,Electronics,14,0,70.58,0
1232,425.0603975478626,Luxury,14,0,95.08,0
1341,227.25436644281223,Pharmacy,18,0,62.01,0
1295,9.246548972165225,Travel,13,0,45.98,0
1103,1160.5605984670467,Pharmacy,6,0,83.59,1
1156,463.43944927856637,Luxury,0,0,74.36,0
1179,263.16908808335967,Grocery,11,0,77.0,0
1075,95.65363574889979,Restaurant,10,0,22.26,0
1136,426.5036546586036,Grocery,12,0,52.32,0
1338,283.62036062736337,Restaurant,19,0,61.21,0
1050,1001.9750441021395,Gas,2,0,32.69,1
1405,294.1529512551265,Electronics,13,0,97.12,0
1001,292.93609903717993,Pharmacy,10,1,20.99,0
1182,17.052987553518015,Travel,17,0,74.33,0
1311,223.2783780600784,Luxury,22,0,52.95,0
1294,29.654805633856803,Electronics,19,0,99.59,0
1334,168.06775149060235,Pharmacy,12,0,28.5,0
1079,887.1070421116739,Electronics,19,0,22.73,1
1460,291.255174782605,Gas,19,0,69.63,0
1413,475.28444450824605,Luxury,1,0,28.67,0
1069,1863.0743235015939,Luxury,16,0,59.59,1
1310,3290.3379339289195,Luxury,9,0,76.01,1
1008,75.44992185792127,Electronics,7,0,97.07,0
1281,233.9201706987474,Electronics,4,0,78.82,0
1301,7021.989833187497,Pharmacy,16,0,87.8,1
1465,125.69082071656167,Grocery,15,0,97.14,0
1178,458.60870130652773,Luxury,10,0,52.69,0
1270,127.11887611873222,Restaurant,7,0,74.58,0
1463,189.13387629949943,Luxury,13,0,61.46,0
1287,219.24643054497622,Luxury,15,0,77.99,0
1204,3780.037738552589,Grocery,0,0,81.74,1
1139,484.341410898476,Pharmacy,5,0,84.74,0
1222,253.2415416949633,Luxury,10,0,69.46,0
1476,402.14178022037856,Luxury,16,0,40.86,0
1104,6922.438844895827,Restaurant,10,0,99.57,1
1443,223.43949174433308,Luxury,19,0,44.61,0
1121,390.8688859084409,Travel,4,0,95.86,0
1414,186.2384992134211,Restaurant,18,0,34.48,0
1349,169.3949330240153,Electronics,0,0,66.64,0
1315,4188.467897691262,Electronics,21,0,89.61,1
1242,257.7306818116221,Gas,2,0,66.25,0
1165,249.99999882650317,Travel,6,0,88.95,0
1399,244.65113523982828,Electronics,4,0,99.55,0
1132,450.8533222460992,Grocery,22,0,60.66,0
1170,176.66005101860668,Restaurant,3,0,72.51,0
1378,44.86137532145186,Gas,13,0,87.77,0
1477,283.06729866774316,Restaurant,20,0,43.19,0
1067,226.20161227496743,Pharmacy,8,0,34.98,0
1387,425.36619517459496,Electronics,9,1,38.43,0
1049,192.63824207508026,Electronics,18,0,57.64,0
1045,253.48972151542227,Electronics,21,0,62.92,0
1430,349.926400544172,Travel,15,0,62.04,0
1210,295.5340403062424,Travel,4,0,36.07,0
1400,267.7478197903118,Gas,20,0,31.19,0
1238,423.1497020393347,Gas,20,1,85.8,0
1236,492.06871143253574,Electronics,3,0,22.49,0
1296,201.81238575893835,Grocery,17,0,50.39,0
1115,222.29490079869385,Grocery,14,0,24.21,0
1479,438.3261095967097,Grocery,20,0,58.01,0
1487,351.178897544432,Restaurant,15,1,33.14,0
1037,45.610397889572425,Grocery,18,0,25.04,0
1311,372.4844688285264,Travel,7,0,82.43,0
1432,386.26724677009986,Travel,8,0,30.5,0
1128,396.615332431916,Luxury,9,0,86.04,0
1285,193.0845381524245,Travel,5,0,73.56,0
1484,291.3797999024245,Gas,10,0,45.81,0
1412,226.76523620975792,Electronics,16,0,95.58,0
1147,187.70174652865953,Luxury,0,0,96.28,0
1005,898.964308890004,Restaurant,9,1,76.35,1
1204,469.52819549877387,Electronics,1,0,99.11,0
1106,404.29697849632583,Electronics,13,0,34.58,0
1312,981.8455886761357,Gas,22,0,51.21,1
1025,449.0134595799124,Grocery,0,0,60.92,0
1147,220.02600078720656,Restaurant,15,0,48.28,0
1016,497.7740692891223,Travel,19,0,79.72,0
1009,189.53591765455997,Restaurant,13,0,79.21,0
1237,442.75060369917907,Travel,23,0,65.56,0
1485,489.72596009294824,Restaurant,0,0,95.54,0
1500,4722.668504114608,Pharmacy,20,0,63.68,1
1389,197.90289294974608,Grocery,17,0,81.28,0
1482,838.0710610421024,Gas,2,1,96.07,1
1372,469.41209907359575,Travel,21,0,25.6,0
1278,320.77437777569844,Restaurant,9,0,31.09,0
1049,450.54482429874497,Grocery,7,0,70.51,0
1291,2216.958126678991,Travel,10,0,85.18,1
1376,961.9822981238952,Restaurant,22,0,52.52,1
1484,438.88531475577463,Electronics,5,0,64.94,0
1176,157.0351453175111,Electronics,15,0,79.15,0
1005,343.8427512885209,Travel,14,0,83.32,0
1237,355.71575445445905,Travel,2,0,78.91,0
1369,205.348749028253,Pharmacy,2,0,94.87,0
1438,476.9183944847667,Electronics,18,1,42.41,0
1073,124.0530438602141,Electronics,23,1,55.61,0
1130,337.2481831642933,Restaurant,14,0,96.23,0
1147,310.5342863690919,Restaurant,6,0,89.35,0
1161,243.46507582634226,Travel,15,1,47.9,0
1333,157.18665518017065,Luxury,8,0,20.47,0
1477,226.27188024351756,Luxury,2,0,84.86,0
1496,13.259951683755187,Grocery,19,0,35.54,0
1455,196.86993654277194,Electronics,15,0,96.52,0
1441,1010.8573638419417,Gas,23,1,52.39,1
1474,229.138567293951,Pharmacy,19,0,45.05,0
1272,5679.207329605496,Electronics,6,0,38.1,1
1155,31.477212608761764,Travel,23,0,76.14,0
1351,228.55459688349123,Pharmacy,5,0,42.86,0
1071,485.12683042453006,Grocery,5,0,37.0,0
1299,190.8667686026386,Pharmacy,11,0,35.44,0
1402,399.91004810441103,Travel,6,0,32.75,0
1225,69.22580524050267,Gas,17,1,81.87,0
1188,235.50262957285864,Luxury,19,0,54.97,0
1056,2045.5664954408235,Grocery,1,0,50.67,1
1127,287.9079155439509,Gas,22,0,88.07,0
1200,350.1595323712782,Electronics,15,0,59.37,0
1394,107.18785160893133,Grocery,13,1,61.87,0
1381,4949.702355381984,Restaurant,0,0,28.07,1
1152,325.90925901534274,Travel,11,0,46.17,0
1469,264.49324665333415,Travel,15,0,96.52,0
1029,461.101443919362,Electronics,10,0,80.27,0
1410,464.71163258875623,Grocery,9,0,31.93,0
1277,1826.913297386172,Electronics,3,0,37.4,1
1487,6632.866077394874,Pharmacy,11,0,28.29,1
1334,5756.078846467195,Luxury,15,0,71.83,1
1292,197.01959622385874,Gas,6,0,98.26,0
1029,193.91158245807355,Luxury,17,0,54.89,0
1269,133.13731789223348,Restaurant,8,0,30.42,0
1463,754.5575566170861,Electronics,17,1,40.22,1
1349,141.8817691152506,Gas,2,0,85.24,0
1463,65.32154025769069,Travel,15,0,50.34,0
1177,28.15985726436515,Luxury,4,0,20.03,0
1472,217.7501116040659,Travel,4,0,26.4,0
1423,22.864816661584648,Restaurant,18,0,71.58,0
1408,321.324072056694,Gas,13,1,92.4,0
1251,131.6855178935959,Grocery,17,0,68.43,0
1145,232.57329861294124,Gas,15,0,56.58,0
1322,184.7517256467638,Pharmacy,3,0,31.32,0
1346,75.36104039954023,Grocery,19,0,97.67,0
1068,308.93967422929023,Grocery,5,0,54.07,0
1080,767.4231816180433,Grocery,17,1,50.71,1
1162,209.06133711566244,Luxury,1,1,93.06,0
1129,99.69306080787499,Gas,8,0,72.22,0
1332,7664.495827224699,Travel,15,0,82.14,1
1151,336.7544512075488,Pharmacy,5,0,48.03,0
1104,18.795721912589293,Travel,17,0,34.17,0
1410,125.79899998219484,Gas,20,0,52.63,0
1086,1664.801852367404,Grocery,21,1,97.65,1
1092,421.75678419191263,Luxury,11,0,33.89,0
1147,4567.925872786077,Gas,1,0,78.14,1
1273,205.0969086940844,Travel,15,1,35.69,0
1191,250.93853446197184,Luxury,23,0,87.06,0
1325,230.39461926818478,Grocery,15,1,83.85,0
1073,88.6932220508975,Travel,13,0,63.74,0
1362,222.91370829727643,Luxury,0,0,22.57,0
1002,268.44200765203254,Pharmacy,6,0,49.33,0
1310,329.7005213684076,Grocery,12,0,32.9,0
1343,80.27861374205415,Luxury,21,0,25.91,0
1126,1407.3153521459938,Restaurant,12,0,74.98,1
1459,40.03434214666368,Restaurant,11,0,94.29,0
1167,213.084187785852,Electronics,7,0,82.39,0
1463,47.29938526748035,Gas,16,0,86.59,0
1423,491.46668371180493,Luxury,21,1,24.9,0
1466,1418.5071839968718,Grocery,17,0,38.91,1
1194,790.1243877574755,Gas,9,1,52.47,1
1247,147.74952503010164,Gas,14,0,71.17,0
1195,53.80418501874272,Grocery,13,0,47.33,0
1010,454.25336192818173,Grocery,5,1,63.08,0
1054,324.0442491833584,Restaurant,3,1,93.25,0
1054,142.68244526394886,Pharmacy,17,1,79.65,0
1405,233.66651531821955,Electronics,11,1,74.6,0
1392,340.27152551942856,Restaurant,17,0,97.72,0
1004,2439.2267922975284,Travel,16,0,93.25,1
1285,147.90828041669747,Gas,18,0,29.77,0
1048,332.1744499344366,Gas,14,0,94.9,0
1495,453.1989157108999,Electronics,10,1,89.31,0
1123,143.9064058157504,Restaurant,20,0,27.38,0
1035,173.56450031078916,Travel,11,0,30.59,0
1331,93.50159141087907,Pharmacy,9,0,62.86,0
1366,477.71438342031365,Electronics,20,0,92.98,0
1045,453.94740786684656,Electronics,17,1,49.66,0
1252,96.32359645892863,Electronics,9,0,29.32,0
1069,264.5895622261044,Grocery,6,0,98.05,0
1079,319.5117388550719,Electronics,18,0,37.47,0
1125,318.4947215555899,Travel,10,0,97.73,0
1057,510.9530736267908,Gas,6,0,23.03,1
1322,11.529772456362036,Travel,0,0,84.68,0
1223,114.86644786122507,Grocery,17,0,94.05,0
1460,283.77750053851696,Luxury,20,0,67.56,0
1046,945.3229524332929,Gas,1,0,35.85,1
1133,112.9241440903286,Grocery,11,1,37.14,0
1113,362.5592748399162,Luxury,21,0,47.59,0
1176,262.1666931080957,Grocery,16,0,53.73,0
1409,101.61068827689553,Restaurant,9,0,46.03,0
1328,3131.558392184099,Grocery,3,0,59.98,1
1477,84.42623416073428,Grocery,14,0,72.4,0
1360,19.304745218062493,Gas,19,0,47.72,0
1282,218.69326645116539,Gas,19,1,32.46,0
1455,145.00802361758707,Luxury,8,0,96.48,0
1129,208.15341770139224,Electronics,22,0,36.29,0
1247,116.13441634654058,Gas,0,0,33.92,0
1365,2338.8994429011445,Restaurant,4,0,21.19,1
1236,298.12288189212506,Travel,2,0,34.48,0
1449,3144.2743786829737,Travel,10,0,89.7,1
1227,126.32204237186836,Grocery,13,0,83.38,0
1210,474.60641867913387,Luxury,17,1,58.02,0
1499,523.0743445570237,Travel,16,1,47.01,1
1399,156.3117833284298,Travel,1,0,43.83,0
1475,213.1396439712995,Gas,15,0,59.02,0
1075,458.8268193956605,Electronics,20,0,78.66,0
1398,162.66560972561282,Restaurant,12,0,53.53,0
1500,201.5499729623827,Grocery,23,0,56.25,0
1044,9.263716687823369,Luxury,4,0,86.47,0
1043,3139.1530011909863,Luxury,15,1,87.75,1
1083,265.50625445670516,Electronics,14,0,46.76,0
1365,273.30977529153444,Grocery,18,0,62.42,0
1220,118.5536151374987,Pharmacy,2,0,84.09,0
1465,260.1918157305786,Grocery,18,1,47.94,0
1232,26.272841422363083,Luxury,5,0,76.18,0
1324,193.8110631706939,Travel,1,0,52.9,0
1051,456.0339878483456,Gas,19,1,31.81,0
1422,454.69546227907955,Luxury,7,0,46.1,0
1459,250.05977735074399,Gas,8,0,57.82,0
1380,354.1891734803633,Restaurant,14,0,44.18,0
1416,399.93183677988213,Gas,22,1,95.25,0
1231,283.0736529012338,Grocery,15,0,27.72,0
1433,124.90278344977072,Restaurant,15,0,98.44,0
1210,208.38883279085601,Pharmacy,1,0,93.71,0
1476,484.08257461036936,Restaurant,3,0,29.57,0
1081,207.44601070110843,Luxury,19,0,78.08,0
1493,472.32728825814337,Restaurant,18,0,25.53,0
1400,277.0857555426446,Grocery,21,1,90.67,0
1473,391.98656946787406,Pharmacy,8,0,68.33,0
1427,354.2657081768312,Gas,15,1,93.71,0
1061,243.75025516752817,Travel,13,0,86.92,0
1481,323.22284890690753,Pharmacy,14,0,55.88,0
1051,119.26759380291993,Grocery,20,0,47.71,0
1393,428.61367032920884,Gas,13,0,82.19,0
1456,391.97046021841305,Restaurant,22,0,57.2,0
1183,3983.129959608522,Restaurant,23,1,40.01,1
1422,252.72387519258527,Restaurant,18,0,25.8,0
1082,225.12320753001197,Electronics,2,0,80.79,0
